primaryAccession	start	stop	submitted_path	submitted_name	ncbi_taxonid
EF990217	1	2754	"Eukaryota;Stramenopiles;PX clade;Phaeophyceae;Fucales;Sargassaceae;Cystoseira;"	Cystoseira osmundacea	224750
DQ324027	1	1992	"Eukaryota;Viridiplantae;Chlorophyta;Chlorophyceae;Chlamydomonadales;Dunaliellaceae;Dunaliella;unclassified Dunaliella;"	Dunaliella sp. SPMO 112-3	362579
DQ324032	1	1992	"Eukaryota;Viridiplantae;Chlorophyta;Chlorophyceae;Chlamydomonadales;Dunaliellaceae;Dunaliella;unclassified Dunaliella;"	Dunaliella sp. SPMO 211-2	362590
EF990219	1	2808	"Eukaryota;Stramenopiles;PX clade;Phaeophyceae;Fucales;Seirococcaceae;Phyllospora;"	Phyllospora comosa	112068
GAKD01007290	48	2820	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Crustacea;Malacostraca;Eumalacostraca;Peracarida;Amphipoda;Senticaudata;Hadziida;Hadzioidea;Melitidae;Melita;"	Melita plumulosa	764486
EF990220	1	2744	"Eukaryota;Stramenopiles;PX clade;Phaeophyceae;Fucales;Fucaceae;Xiphophora;"	Xiphophora chondrophylla	87161
EF990221	1	2646	"Eukaryota;Stramenopiles;PX clade;Phaeophyceae;Ectocarpales;Scytosiphonaceae;Nemoderma;"	Nemoderma tingitanum	112059
EF990222	1	2842	"Eukaryota;Stramenopiles;PX clade;Phaeophyceae;Ralfsiales;Ralfsiaceae;Ralfsia;"	Ralfsia verrucosa	371971
LN609412	28200	30208	"Eukaryota;Metazoa;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Tylenchina;Panagrolaimomorpha;Strongyloidoidea;Strongyloididae;Strongyloides;"	Strongyloides ratti	34506
EF990223	1	2704	"Eukaryota;Stramenopiles;PX clade;Phaeophyceae;Scytothamnales;Scytothamnus;"	Scytothamnus australis	66621
EF990225	1	2753	"Eukaryota;Stramenopiles;PX clade;Phaeophyceae;Sphacelariales;Cladostephaceae;Cladostephus;"	Cladostephus spongiosus	74471
GACM01000003	1	2405	"Eukaryota;Fungi;Dikarya;Basidiomycota;Pucciniomycotina;Pucciniomycetes;Pucciniales;Phakopsoraceae;Phakopsora;"	Phakopsora pachyrhizi Thai1	1245770
EF990226	1	2805	"Eukaryota;Stramenopiles;PX clade;Phaeophyceae;Sphacelariales;Sphacelariaceae;Sphacelaria;"	Sphacelaria bornetii	471169
EF990227	1	2772	"Eukaryota;Stramenopiles;PX clade;Phaeophyceae;Sphacelariales;Stypocaulaceae;Halopteris;"	Halopteris pseudospicata	545260
EF990228	1	2756	"Eukaryota;Stramenopiles;PX clade;Phaeophyceae;Sporochnales;Sporochnaceae;Carpomitra;"	Carpomitra costata	66794
EF990229	1	2758	"Eukaryota;Stramenopiles;PX clade;Phaeophyceae;Sporochnales;Sporochnaceae;Sporochnus;"	Sporochnus pedunculatus	112061
KU941950	1	2588	"Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Rhodymeniales;Lomentariaceae;Lomentaria;"	Lomentaria divaricata	1826921
EF990232	1	2749	"Eukaryota;Stramenopiles;PX clade;Phaeophyceae;Tilopteridales;Phyllariaceae;Saccorhiza;"	Saccorhiza polyschides	45365
V01270	3862	8647	"Eukaryota;Metazoa;Chordata;Craniata;Vertebrata;Euteleostomi;Mammalia;Eutheria;Euarchontoglires;Glires;Rodentia;Myomorpha;Muroidea;Muridae;Murinae;Rattus;"	Rattus norvegicus (Norway rat)	10116
EF990233	1	2607	"Eukaryota;Stramenopiles;PX clade;Phaeophyceae;Laminariales;Halosiphonaceae;Halosiphon;"	Halosiphon tomentosus	64927
GAXS01018982	1	2123	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Holometabola;Hymenoptera;Apocrita;Aculeata;Pompiloidea;Pompilidae;Pepsinae;Pepsis;"	Pepsis grossa	1317727
EF990234	1	2725	"Eukaryota;Stramenopiles;PX clade;Phaeophyceae;Tilopteridales;Tilopteridaceae;Tilopteris;"	Tilopteris mertensii	112064
EF990235	1	2528	"Eukaryota;Stramenopiles;PX clade;Phaeophyceae;Tilopteridales;Tilopteridaceae;Phaeosiphoniella;"	Phaeosiphoniella cryophila	112066
GARJ01000152	1	2011	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Holometabola;Coleoptera;Polyphaga;Scarabaeiformia;Scarabaeidae;Rutelinae;Popillia;"	Popillia japonica (Japanese beetle)	7064
EF990236	1	2651	"Eukaryota;Stramenopiles;PX clade;Phaeophyceae;Bachelotia;"	Bachelotia antillarum	76788
EF990251	1	2766	"Eukaryota;Stramenopiles;PX clade;Phaeophyceae;Fucales;Seirococcaceae;Cystosphaera;"	Cystosphaera jacquinotii	112070
KU954767	59477	62298	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;Liliopsida;Dioscoreales;Burmanniaceae;Burmannia;"	Burmannia nepalensis	548677
GAAD01000474	75	2522	"Eukaryota;Metazoa;Chordata;Craniata;Vertebrata;Euteleostomi;Actinopterygii;Neopterygii;Teleostei;Ostariophysi;Cypriniformes;Cobitidae;Cobitinae;Misgurnus;"	Misgurnus anguillicaudatus (oriental weatherfish)	75329
GAVA02002754	263	4047	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Holometabola;Diptera;Brachycera;Muscomorpha;Oestroidea;Tachinidae;Tachininae;Triarthriini;Triarthria;"	Triarthria setipennis	670663
GAVM02019370	3	2457	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Holometabola;Trichoptera;Integripalpia;Hydroptiloidea;Hydroptilidae;Hydroptilinae;Hydroptilini;Hydroptila;"	Hydroptila sp. AD-2013	1325438
GAZS01022749	355	2928	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Chelicerata;Arachnida;Araneae;Mygalomorphae;Theraphosidae;Acanthoscurria;"	Acanthoscurria geniculata	575412
FJ890853	1	3811	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Holometabola;Diptera;Brachycera;Muscomorpha;Opomyzoidea;Clusiidae;Hendelia;"	Hendelia gladiator	576324
FJ890856	1	3821	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Holometabola;Diptera;Brachycera;Muscomorpha;Opomyzoidea;Clusiidae;Clusiodes;"	Clusiodes johnsoni	576321
FJ890857	1	3838	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Holometabola;Diptera;Brachycera;Muscomorpha;Opomyzoidea;Clusiidae;Clusiodes;"	Clusiodes orbitalis	576322
GAKF01052391	3045	6570	"Eukaryota;Ichthyosporea;Ichthyophonida;Amoebidiaceae;Amoebidium;"	Amoebidium parasiticum JAP-7-2	1069442
FJ890860	1	3720	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Holometabola;Diptera;Brachycera;Muscomorpha;Opomyzoidea;Clusiidae;Heteromeringia;"	Heteromeringia sp. OL103DEBU	576311
FJ890862	1	3815	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Holometabola;Diptera;Brachycera;Muscomorpha;Opomyzoidea;Clusiidae;Craspedochaeta;"	Craspedochaeta annulipes	577306
GABG01034054	187	3490	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;lamiids;Solanales;Convolvulaceae;Ipomoeeae;Ipomoea;"	Ipomoea purpurea (common morning-glory)	4121
FJ890865	1	3804	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Holometabola;Diptera;Brachycera;Muscomorpha;Opomyzoidea;Clusiidae;Apiochaeta;"	Apiochaeta chiloensis	576312
FJ890866	1	3865	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Holometabola;Diptera;Brachycera;Muscomorpha;Opomyzoidea;Clusiidae;Apiochaeta;"	Apiochaeta aterrima	633898
FJ890867	1	3806	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Holometabola;Diptera;Brachycera;Muscomorpha;Opomyzoidea;Clusiidae;Clusia;"	Clusia flava (Meigen, 1830)	576925
GASN02064156	1955	4486	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Zygentoma;Lepismatidae;Thermobia;"	Thermobia domestica (firebrat)	89055
FJ890868	1	3817	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Holometabola;Diptera;Brachycera;Muscomorpha;Opomyzoidea;Clusiidae;Clusia;"	Clusia tigrina	576317
GAIE01033937	434	3786	"Eukaryota;Viridiplantae;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas;"	Chlamydomonas moewusii	3054
GAIN01010164	1079	3749	"Eukaryota;Alveolata;Ciliophora;Intramacronucleata;Litostomatea;Haptoria;Cyclotrichida;Mesodiniidae;Myrionecta;"	Myrionecta rubra	283649
GAYE02021222	2	2642	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Thysanoptera;Terebrantia;Thripoidea;Thripidae;Frankliniella;"	Frankliniella cephalica	407008
GAPA01001355	9	2036	"Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Brevibacillus;"	Brevibacillus borstelensis	45462
GAAY01003817	3087	6102	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;campanulids;Dipsacales;Caprifoliaceae;Lonicera;"	Lonicera japonica	105884
FJ890873	1	3874	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Holometabola;Diptera;Brachycera;Muscomorpha;Opomyzoidea;Clusiidae;Clusia;"	Clusia czernyi	576316
LM993659	832836	836861	"Eukaryota;Alveolata;Apicomplexa;Aconoidasida;Haemosporida;Plasmodiidae;Plasmodium;Plasmodium (Vinckeia);"	Plasmodium yoelii	5861
FJ890877	1	3819	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Holometabola;Diptera;Brachycera;Muscomorpha;Opomyzoidea;Clusiidae;Sobarocephala;"	Sobarocephala flaviseta	576328
FJ890879	1	3818	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Holometabola;Diptera;Brachycera;Muscomorpha;Opomyzoidea;Clusiidae;Sobarocephala;"	Sobarocephala setipes	574070
FJ890880	1	3800	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Holometabola;Diptera;Brachycera;Muscomorpha;Opomyzoidea;Clusiidae;Sobarocephala;"	Sobarocephala sp. 2 OL-2008	576329
DQ335874	1	1960	"Eukaryota;Viridiplantae;Chlorophyta;Chlorophyceae;Oedogoniales;Oedogonium;"	Oedogonium nodulosum	329040
DQ335876	1	1962	"Eukaryota;Viridiplantae;Chlorophyta;Chlorophyceae;Oedogoniales;Oedogonium;"	Oedogonium sp. L3	365155
DQ335878	1	1950	"Eukaryota;Viridiplantae;Chlorophyta;Chlorophyceae;Oedogoniales;Oedogonium;"	Oedogonium sp. L6	365156
DQ335879	1	1974	"Eukaryota;Viridiplantae;Chlorophyta;Chlorophyceae;Oedogoniales;Oedogonium;"	Oedogonium sp. L7	365157
DQ335880	1	1966	"Eukaryota;Viridiplantae;Chlorophyta;Chlorophyceae;Oedogoniales;Oedocladium;"	Oedocladium prescottii	337949
DQ335881	1	1969	"Eukaryota;Viridiplantae;Chlorophyta;Chlorophyceae;Oedogoniales;Oedogonium;"	Oedogonium pakistanense	336381
FJ890882	1	3820	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Holometabola;Diptera;Brachycera;Muscomorpha;Opomyzoidea;Clusiidae;Sobarocephala;"	Sobarocephala atricornis	576326
FJ890883	1	3814	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Holometabola;Diptera;Brachycera;Muscomorpha;Opomyzoidea;Clusiidae;Sobarocephala;"	Sobarocephala latifrons	576332
DQ340437	1	3334	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;Cornales;Cornaceae;Cornus;"	Cornus oligophlebia	367348
GFIR01043163	1	2459	"Eukaryota;Metazoa;Chordata;Craniata;Vertebrata;Euteleostomi;Actinopterygii;Neopterygii;Teleostei;Stomiatii;Osmeriformes;Plecoglossus;"	Plecoglossus altivelis (ayu)	61084
FJ890884	1	3798	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Holometabola;Diptera;Brachycera;Muscomorpha;Opomyzoidea;Clusiidae;Sobarocephala;"	Sobarocephala sp. 1 OL-2008	576327
DQ340438	1	3339	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;Cornales;Cornaceae;Cornus;"	Cornus peruviana	367350
DQ343670	1	2698	"Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Rhodymeniales;Rhodymeniaceae;Chrysymenia;"	Chrysymenia ornata	81592
DQ343671	1	2694	"Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Rhodymeniales;Rhodymeniaceae;Coelarthrum;"	Coelarthrum opuntia	81596
DQ343673	1	2690	"Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Rhodymeniales;Rhodymeniaceae;Halichrysis;"	Halichrysis micans	38335
DQ343676	1	2716	"Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Rhodymeniales;Rhodymeniaceae;Drouetia;"	Drouetia coalescens	368084
DQ343677	1	2693	"Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Rhodymeniales;Rhodymeniaceae;Sparlingia;"	Sparlingia pertusa	81617
DQ343678	1	2688	"Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Rhodymeniales;Rhodymeniaceae;Halichrysis;"	Halichrysis sp. GWS002041	368079
DQ343679	1	2687	"Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Rhodymeniales;Rhodymeniaceae;Halichrysis;"	Halichrysis sp. G0402	368080
DQ343680	1	2708	"Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Bonnemaisoniales;Naccariaceae;Reticulocaulis;"	Reticulocaulis mucosissimus	367044
DQ343681	1	2733	"Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Ceramiales;Ceramiaceae;Inkyuleea;"	Inkyuleea mariana	123988
FJ890885	1	3820	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Holometabola;Diptera;Brachycera;Muscomorpha;Opomyzoidea;Clusiidae;Sobarocephala;"	Sobarocephala ruebsaameni	576333
DQ343682	1	2701	"Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gelidiales;Gelidiaceae;Gelidium;"	Gelidium australe	252830
DQ343683	1	2842	"Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Acrosymphytales;Acrosymphytaceae;Acrosymphyton;"	Acrosymphyton purpuriferum	142497
DQ343684	1	2830	"Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Acrosymphytales;Acrosymphytaceae;Acrosymphyton;"	Acrosymphyton caribaeum	367050
DQ343685	1	2718	"Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Calosiphoniaceae;Schmitzia;"	Schmitzia sp. G0266	257558
DQ343686	1	2927	"Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Cubiculosporaceae;Cubiculosporum;"	Cubiculosporum koronicarpus	257564
DQ343687	1	2710	"Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Cystocloniaceae;Calliblepharis;"	Calliblepharis celatospora	257567
DQ343688	1	2717	"Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Dumontiaceae;Dasyphloea;"	Dasyphloea insignis	35173
DQ343689	1	2773	"Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Peyssonneliaceae;Peyssonnelia;"	Peyssonnelia capensis	367055
DQ343690	1	2714	"Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Peyssonneliaceae;Peyssonnelia;"	Peyssonnelia novae-hollandiae	367056
DQ343691	1	2780	"Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Peyssonneliaceae;Sonderopelta;"	Sonderopelta coriacea	257588
DQ343692	1	2760	"Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gracilariales;Gracilariaceae;Melanthalia;"	Melanthalia obtusata	31474
DQ343693	1	2755	"Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Halymeniales;Halymeniaceae;Epiphloea;"	Epiphloea bullosa	257605
DQ343694	1	2701	"Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Halymeniales;Halymeniaceae;Norrissia;"	Norrissia setchellii	257607
DQ343695	1	2719	"Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Halymeniales;Halymeniaceae;Pachymenia;"	Pachymenia carnosa	164055
DQ343696	1	2712	"Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Halymeniales;Halymeniaceae;Pachymenia;"	Pachymenia cf. orbicularis	257608
DQ343697	1	2714	"Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Halymeniales;Halymeniaceae;Polyopes;"	Polyopes constrictus	151737
DQ343698	1	2706	"Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Halymeniales;Halymeniaceae;Zymurgia;"	Zymurgia chondriopsidea	197848
DQ343699	1	2800	"Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Sebdeniales;Sebdeniaceae;unclassified Sebdeniaceae;Lesleigha;"	Lesleigha hawaiiensis	197880
DQ343700	1	2796	"Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Sebdeniales;Sebdeniaceae;unclassified Sebdeniaceae;Lesleigha;"	Lesleigha sp. GWS001076	257609
DQ343701	1	2693	"Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Halymeniales;Tsengiaceae;Tsengia;"	Tsengia lanceolata	197845
DQ343702	1	2702	"Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Halymeniales;Tsengiaceae;Tsengia;"	Tsengia comosa	197846
DQ343704	1	2789	"Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Nemastomatales;Nemastomataceae;Adelophycus;"	Adelophycus corneus	197835
DQ343705	1	2720	"Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Nemastomatales;Nemastomataceae;Nemastoma;"	Nemastoma dichotomum	367057
DQ343706	1	2751	"Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Nemastomatales;Schizymeniaceae;Platoma;"	Platoma cyclocolpa	197837
DQ343707	1	2901	"Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Nemastomatales;Schizymeniaceae;Titanophora;"	Titanophora weberae	38533
DQ343708	1	3012	"Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Plocamiales;Sarcodiaceae;Sarcodia;"	Sarcodia ciliata	367058
DQ343709	1	2849	"Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Plocamiales;Sarcodiaceae;Sarcodia;"	Sarcodia marginata	128535
DQ343710	1	2853	"Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Plocamiales;Sarcodiaceae;Trematocarpus;"	Trematocarpus fragilis	40391
DQ343711	1	2674	"Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Rhodymeniales;Champiaceae;Champia;"	Champia affinis	39626
DQ343712	1	2697	"Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Rhodymeniales;Champiaceae;Chylocladia;"	Chylocladia verticillata	81594
JX088666	133675	136484	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;Liliopsida;Dasypogonaceae;Calectasia;"	Calectasia narragara	1276544
DQ343713	1	2688	"Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Rhodymeniales;Rhodymeniaceae;Cordylecladia;"	Cordylecladia erecta	38329
DQ343714	1	2700	"Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Rhodymeniales;Rhodymeniaceae;Irvinea;"	Irvinea ardreana	81611
FJ890888	1	3798	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Holometabola;Diptera;Brachycera;Muscomorpha;Opomyzoidea;Agromyzidae;Phytomyzinae;Liriomyza;"	Liriomyza huidobrensis (pea leafminer)	127405
JX088669	112623	115430	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;Liliopsida;Commelinales;Haemodoraceae;Xiphidium;"	Xiphidium caeruleum	207927
KY629616	58194	61477	"Eukaryota;Viridiplantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Chlorella;"	Chlorella heliozoae	554066
FJ890889	1	3264	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Holometabola;Diptera;Brachycera;Muscomorpha;Opomyzoidea;Agromyzidae;Phytomyzinae;Phytomyza;"	Phytomyza sp. OLphilDEBU	642948
KY629619	67942	74377	"Eukaryota;Viridiplantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Micractinium;"	Micractinium conductrix	554055
DQ345756	1	2693	"Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Rhodymeniales;Rhodymeniaceae;Botryocladia;"	Botryocladia leptopoda	366940
FJ968739	75137	78164	"Eukaryota;Viridiplantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Oocystaceae;Eremosphaeroideae;Neglectella;"	Neglectella solitaria	120749
GAHW01007467	1	1905	"Eukaryota;Metazoa;Lophotrochozoa;Mollusca;Bivalvia;Palaeoheterodonta;Unionoida;Unionoidea;Unionidae;Ambleminae;Elliptio;"	Elliptio complanata (eastern elliptio)	55832
KU958581	127686	130496	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;lamiids;Lamiales;Lamiaceae;Nepetoideae;Mentheae;Dracocephalum;"	Dracocephalum palmatum	1914264
AM919433	1	3500	"Eukaryota;Viridiplantae;Streptophyta;Zygnemophyceae;Desmidiales;Desmidiaceae;Euastrum;"	Euastrum subalpinum	485983
FJ968741	91873	94843	"Eukaryota;Viridiplantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellales incertae sedis;Parachlorella;"	Parachlorella kessleri	3074
AM919434	1	2704	"Eukaryota;Viridiplantae;Streptophyta;Zygnemophyceae;Desmidiales;Desmidiaceae;Actinotaenium;"	Actinotaenium phymatosporum	184492
AM919438	1	3150	"Eukaryota;Viridiplantae;Streptophyta;Zygnemophyceae;Desmidiales;Desmidiaceae;Haplotaenium;"	Haplotaenium minutum	184506
AM919439	1	3265	"Eukaryota;Viridiplantae;Streptophyta;Zygnemophyceae;Desmidiales;Desmidiaceae;Actinotaenium;"	Actinotaenium cucurbita	184490
AM919440	1	3302	"Eukaryota;Viridiplantae;Streptophyta;Zygnemophyceae;Desmidiales;Desmidiaceae;Cosmarium;"	Cosmarium biretum	485932
AM919441	1	3216	"Eukaryota;Viridiplantae;Streptophyta;Zygnemophyceae;Desmidiales;Desmidiaceae;Spondylosium;"	Spondylosium planum	184517
AM919442	1	3427	"Eukaryota;Viridiplantae;Streptophyta;Zygnemophyceae;Desmidiales;Desmidiaceae;Cosmarium;"	Cosmarium cucumis	188356
FJ032656	1	3040	"Eukaryota;Stramenopiles;Bicosoecida;Cafeteriaceae;Cafeteria;"	Cafeteria roenbergensis	33653
AM919443	1	3554	"Eukaryota;Viridiplantae;Streptophyta;Zygnemophyceae;Desmidiales;Desmidiaceae;Xanthidium;"	Xanthidium subhastiferum	130984
FJ973368	1	3015	"Eukaryota;Haptophyceae;Pavlovales;Pavlovaceae;Pavlova;"	Pavlova gyrans	44452
FJ973370	1	3037	"Eukaryota;Stramenopiles;Pelagophyceae;Sarcinochrysidales;Sarcinochrysidaceae;Ankylochrysis;"	Ankylochrysis lutea	296670
AM919444	1	3188	"Eukaryota;Viridiplantae;Streptophyta;Zygnemophyceae;Desmidiales;Desmidiaceae;Euastrum;"	Euastrum divaricatum	485977
AM919445	1	3231	"Eukaryota;Viridiplantae;Streptophyta;Zygnemophyceae;Desmidiales;Desmidiaceae;Cosmarium;"	Cosmarium granatum	98433
AM919446	1	3310	"Eukaryota;Viridiplantae;Streptophyta;Zygnemophyceae;Desmidiales;Desmidiaceae;Euastrum;"	Euastrum substellatum	485985
AM919447	1	3342	"Eukaryota;Viridiplantae;Streptophyta;Zygnemophyceae;Desmidiales;Desmidiaceae;Cosmarium;"	Cosmarium reniforme	328295
AM919448	1	3310	"Eukaryota;Viridiplantae;Streptophyta;Zygnemophyceae;Desmidiales;Desmidiaceae;Triploceras;"	Triploceras gracile	184533
AM919450	1	3357	"Eukaryota;Viridiplantae;Streptophyta;Zygnemophyceae;Desmidiales;Desmidiaceae;Cosmarium;"	Cosmarium portianum	485950
AM919451	1	3154	"Eukaryota;Viridiplantae;Streptophyta;Zygnemophyceae;Desmidiales;Desmidiaceae;Cosmarium;"	Cosmarium punctulatum	485953
MF818019	5516	9076	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Chelicerata;Arachnida;Acari;Parasitiformes;Ixodida;Ixodoidea;Ixodidae;Rhipicephalinae;Rhipicentor;"	Rhipicentor nuttalli	72856
MF818024	2244	5732	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Chelicerata;Arachnida;Acari;Parasitiformes;Ixodida;Ixodoidea;Argasidae;Ornithodoros;"	Ornithodoros tholozani	554291
MF818027	3391	6888	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Chelicerata;Arachnida;Acari;Parasitiformes;Ixodida;Ixodoidea;Argasidae;Ornithodoros;"	Ornithodoros sonrai	352064
MF818033	1339	4797	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Chelicerata;Arachnida;Acari;Parasitiformes;Ixodida;Ixodoidea;Argasidae;Ornithodoros;"	Ornithodoros hermsi	303297
