Taxa_Name	Taxa_Rank
Thermoanaerobaculales	order
Thermoanaerobaculaceae	family
Thermoanaerobaculum	genus
environmental samples	no rank
Vicinamibacteria	class
Vicinamibacteraceae	family
Luteitalea	genus
Vicinamibacter	genus
environmental samples	no rank
unclassified Acidobacteria	no rank
Acidobacteria subdivision 22	no rank
unclassified Acidobacteria (miscellaneous)	no rank
Aquificae	phylum
Aquificae	class
Aquificales	order
Aquificaceae	family
Aquifex	genus
Aquifex aeolicus VF5	no rank
Hydrogenivirga	genus
Hydrogenobacter	genus
Hydrogenobacter thermophilus TK-6	no rank
environmental samples	no rank
Hydrogenobaculum	genus
environmental samples	no rank
Thermocrinis	genus
Thermocrinis albus DSM 14484	no rank
environmental samples	no rank
environmental samples	no rank
unclassified Aquificaceae	no rank
Aquificales genera incertae sedis	no rank
EX-H1 group	no rank
environmental samples	no rank
Thermosulfidibacter	genus
Thermosulfidibacter takaii ABI70S6	no rank
Hydrogenothermaceae	family
Hydrogenothermus	genus
environmental samples	no rank
Persephonella	genus
Persephonella marina EX-H1	no rank
environmental samples	no rank
Sulfurihydrogenibium	genus
Sulfurihydrogenibium azorense Az-Fu1	no rank
Sulfurihydrogenibium subterraneum DSM 15120	no rank
Sulfurihydrogenibium yellowstonense SS-5	no rank
environmental samples	no rank
Venenivibrio	genus
unclassified Hydrogenothermaceae	no rank
environmental samples	no rank
environmental samples	no rank
unclassified Aquificales	no rank
Desulfurobacteriales	order
Desulfurobacteriaceae	family
Balnearium	genus
Desulfurobacterium	genus
Desulfurobacterium thermolithotrophum DSM 11699	no rank
Phorcysia	genus
Thermovibrio	genus
Thermovibrio ammonificans HB-1	no rank
environmental samples	no rank
environmental samples	no rank
Caldiserica/Cryosericota group	no rank
Caldiserica	phylum
Caldisericia	class
Caldisericales	order
Caldisericaceae	family
Caldisericum	genus
Caldisericum exile AZM16c01	no rank
environmental samples	no rank
environmental samples	no rank
unclassified Caldiserica	no rank
Calditrichaeota	phylum
Calditrichae	class
Calditrichales	order
Calditrichaceae	family
Caldithrix	genus
Caldithrix abyssi DSM 13497	no rank
environmental samples	no rank
Calorithrix	genus
unclassified Calditrichaeota	no rank
Chrysiogenetes	phylum
Chrysiogenetes	class
Chrysiogenales	order
Chrysiogenaceae	family
Chrysiogenes	genus
Chrysiogenes arsenatis DSM 11915	no rank
Desulfurispira	genus
Desulfurispirillum	genus
Desulfurispirillum indicum S5	no rank
Coprothermobacterota	phylum
Coprothermobacteria	class
Coprothermobacterales	order
Coprothermobacteraceae	family
Coprothermobacter	genus
Coprothermobacter platensis DSM 11748	no rank
Coprothermobacter proteolyticus DSM 5265	no rank
environmental samples	no rank
Deferribacteres	phylum
Deferribacteres	class
Deferribacterales	order
Deferribacteraceae	family
Calditerrivibrio	genus
Calditerrivibrio nitroreducens DSM 19672	no rank
environmental samples	no rank
Deferribacter	genus
Deferribacter desulfuricans SSM1	no rank
environmental samples	no rank
Denitrovibrio	genus
Denitrovibrio acetiphilus DSM 12809	no rank
Flexistipes	genus
Flexistipes sinusarabici DSM 4947	no rank
environmental samples	no rank
Geovibrio	genus
environmental samples	no rank
Mucispirillum	genus
Mucispirillum schaedleri ASF457	no rank
Petrothermobacter	genus
Seleniivibrio	genus
environmental samples	no rank
environmental samples	no rank
unclassified Deferribacterales	no rank
environmental samples	no rank
unclassified Deferribacteres	no rank
unclassified Deferribacteres (miscellaneous)	no rank
Dictyoglomi	phylum
Dictyoglomia	class
Dictyoglomales	order
Dictyoglomaceae	family
Dictyoglomus	genus
Dictyoglomus thermophilum H-6-12	no rank
Dictyoglomus turgidum DSM 6724	no rank
environmental samples	no rank
Elusimicrobia	phylum
Elusimicrobia	class
Elusimicrobiales	order
Elusimicrobiaceae	family
Elusimicrobium	genus
Elusimicrobium minutum Pei191	no rank
environmental samples	no rank
Endomicrobia	class
Endomicrobiales	order
Endomicrobiaceae	family
Endomicrobium	genus
environmental samples	no rank
environmental samples	no rank
environmental samples	no rank
uncultured Termite group 1 bacterium phylotype Rs-D17	no rank
unclassified Elusimicrobia	no rank
FCB group	no rank
Bacteroidetes/Chlorobi group	no rank
Bacteroidetes	phylum
Bacteroidetes Order II. Incertae sedis	order
Rhodothermaceae	family
Longibacter	genus
Longimonas	genus
Natronotalea	genus
Rhodothermus	genus
Rhodothermus marinus DSM 4252	no rank
Rhodothermus marinus JCM 9785	no rank
Rhodothermus marinus SG0.5JP17-171	no rank
Rhodothermus marinus SG0.5JP17-172	no rank
environmental samples	no rank
Salinibacter	genus
Salinibacter ruber DSM 13855	no rank
Salinibacter ruber M8	no rank
environmental samples	no rank
unclassified Salinibacter	no rank
Salisaeta	genus
Salisaeta longa DSM 21114	no rank
environmental samples	no rank
environmental samples	no rank
unclassified Rhodothermaceae	no rank
Bacteroidia	class
Bacteroidales	order
Bacteroidaceae	family
Anaerorhabdus	genus
environmental samples	no rank
Bacteroides	genus
Bacteroides acidifaciens JCM 10556	no rank
Bacteroides caccae CL03T12C61	no rank
Bacteroides cellulosilyticus CL02T12C19	no rank
Bacteroides cellulosilyticus DSM 14838	no rank
Bacteroides cellulosilyticus WH2	no rank
Bacteroides clarus YIT 12056	no rank
Bacteroides coprocola DSM 17136	no rank
Bacteroides coprophilus DSM 18228 = JCM 13818	no rank
Bacteroides coprophilus JCM 13816	no rank
Bacteroides coprophilus JCM 13817	no rank
Bacteroides coprosuis DSM 18011	no rank
Bacteroides dorei 5_1_36/D4	no rank
Bacteroides dorei CL02T00C15	no rank
Bacteroides dorei CL02T12C06	no rank
Bacteroides dorei CL03T12C01	no rank
Bacteroides dorei DSM 17855	no rank
Bacteroides eggerthii 1_2_48FAA	no rank
Bacteroides eggerthii DSM 20697	no rank
Bacteroides faecichinchillae JCM 17102	no rank
Bacteroides faecis MAJ27	no rank
Bacteroides finegoldii CL09T03C10	no rank
Bacteroides finegoldii DSM 17565	no rank
Bacteroides fluxus YIT 12057	no rank
Bacteroides fragilis 3_1_12	no rank
Bacteroides fragilis 638R	no rank
Bacteroides fragilis CL03T00C08	no rank
Bacteroides fragilis CL03T12C07	no rank
Bacteroides fragilis CL05T00C42	no rank
Bacteroides fragilis CL07T00C01	no rank
Bacteroides fragilis CL07T12C05	no rank
Bacteroides fragilis HMW 610	no rank
Bacteroides fragilis HMW 615	no rank
Bacteroides fragilis HMW 616	no rank
Bacteroides fragilis JCM 11017	no rank
Bacteroides fragilis NCTC 9343	no rank
Bacteroides fragilis YCH46	no rank
Bacteroides fragilis str. 1007-1-F #10	no rank
Bacteroides fragilis str. 1007-1-F #3	no rank
Bacteroides fragilis str. 1007-1-F #5	no rank
Bacteroides fragilis str. 1007-1-F #6	no rank
Bacteroides fragilis str. 1007-1-F #7	no rank
Bacteroides fragilis str. 1007-1-F #8	no rank
Bacteroides fragilis str. 1007-1-F #9	no rank
Bacteroides fragilis str. 1009-4-F #10	no rank
Bacteroides fragilis str. 1009-4-F #7	no rank
Bacteroides fragilis str. 2-F-2 #5	no rank
Bacteroides fragilis str. 2-F-2 #7	no rank
Bacteroides fragilis str. 20793-3	no rank
Bacteroides fragilis str. 3-F-2 #6	no rank
Bacteroides fragilis str. 3397 N2	no rank
Bacteroides fragilis str. 3397 N3	no rank
Bacteroides fragilis str. 3397 T10	no rank
Bacteroides fragilis str. 3397 T14	no rank
Bacteroides fragilis str. 3719 A10	no rank
Bacteroides fragilis str. 3719 T6	no rank
Bacteroides fragilis str. 3725 D9 ii	no rank
Bacteroides fragilis str. 3725 D9(v)	no rank
Bacteroides fragilis str. 3774 T13	no rank
Bacteroides fragilis str. 3783N1-2	no rank
Bacteroides fragilis str. 3783N1-6	no rank
Bacteroides fragilis str. 3783N2-1	no rank
Bacteroides fragilis str. 3976T7	no rank
Bacteroides fragilis str. 3976T8	no rank
Bacteroides fragilis str. 3986 N(B)19	no rank
Bacteroides fragilis str. 3986 N(B)22	no rank
Bacteroides fragilis str. 3986 N3	no rank
Bacteroides fragilis str. 3998 T(B) 4	no rank
Bacteroides fragilis str. 3998T(B)3	no rank
Bacteroides fragilis str. A7 (UDC12-2)	no rank
Bacteroides fragilis str. B1 (UDC16-1)	no rank
Bacteroides fragilis str. DS-166	no rank
Bacteroides fragilis str. DS-208	no rank
Bacteroides fragilis str. DS-71	no rank
Bacteroides fragilis str. Ds-233	no rank
Bacteroides fragilis str. I1345	no rank
Bacteroides fragilis str. J-143-4	no rank
Bacteroides fragilis str. J38-1	no rank
Bacteroides fragilis str. Korea 419	no rank
Bacteroides fragilis str. S23 R14	no rank
Bacteroides fragilis str. S23L17	no rank
Bacteroides fragilis str. S23L24	no rank
Bacteroides fragilis str. S24L15	no rank
Bacteroides fragilis str. S24L26	no rank
Bacteroides fragilis str. S24L34	no rank
Bacteroides fragilis str. S36L11	no rank
Bacteroides fragilis str. S36L12	no rank
Bacteroides fragilis str. S36L5	no rank
Bacteroides fragilis str. S38L5	no rank
Bacteroides fragilis str. S6L3	no rank
Bacteroides fragilis str. S6L5	no rank
Bacteroides fragilis str. S6R5	no rank
Bacteroides fragilis str. S6R6	no rank
Bacteroides fragilis str. S6R8	no rank
Bacteroides gallinarum DSM 18171 = JCM 13658	no rank
Bacteroides graminisolvens DSM 19988 = JCM 15093	no rank
Bacteroides helcogenes P 36-108	no rank
Bacteroides heparinolyticus ATCC 35895	no rank
Bacteroides intestinalis DSM 17393	no rank
Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223	no rank
Bacteroides nordii CL02T12C05	no rank
Bacteroides nordii WAL 11050 = JCM 12987	no rank
Bacteroides oleiciplenus YIT 12058	no rank
Bacteroides ovatus 3_8_47FAA	no rank
Bacteroides ovatus CL02T12C04	no rank
Bacteroides ovatus CL03T12C18	no rank
Bacteroides ovatus V975	no rank
Bacteroides ovatus str. 3725 D1 iv	no rank
Bacteroides ovatus str. 3725 D9 iii	no rank
Bacteroides paurosaccharolyticus JCM 15092	no rank
Bacteroides plebeius DSM 17135	no rank
Bacteroides propionicifaciens DSM 19291 = JCM 14649	no rank
Bacteroides pyogenes DSM 20611 = JCM 6294	no rank
Bacteroides pyogenes F0041	no rank
Bacteroides pyogenes JCM 10003	no rank
Bacteroides pyogenes JCM 6292	no rank
Bacteroides reticulotermitis JCM 10512	no rank
Bacteroides rodentium JCM 16496	no rank
Bacteroides salanitronis DSM 18170	no rank
Bacteroides salyersiae CL02T12C01	no rank
Bacteroides salyersiae WAL 10018 = DSM 18765 = JCM 12988	no rank
Bacteroides sartorii JCM 16497	no rank
Bacteroides sartorii JCM 17136 = DSM 21941	no rank
Bacteroides stercorirosoris JCM 17103	no rank
Bacteroides stercoris ATCC 43183	no rank
Bacteroides stercoris CC31F	no rank
Bacteroides thetaiotaomicron VPI-5482	no rank
Bacteroides thetaiotaomicron dnLKV9	no rank
Bacteroides uniformis CL03T00C23	no rank
Bacteroides uniformis CL03T12C37	no rank
Bacteroides uniformis dnLKV2	no rank
Bacteroides uniformis str. 3978 T3 i	no rank
Bacteroides uniformis str. 3978 T3 ii	no rank
Bacteroides vulgatus ATCC 8482	no rank
Bacteroides vulgatus CL09T03C04	no rank
Bacteroides vulgatus dnLKV7	no rank
Bacteroides vulgatus str. 3975 RP4	no rank
Bacteroides xylanisolvens CL03T12C04	no rank
Bacteroides xylanisolvens SD CC 1b	no rank
Bacteroides xylanisolvens SD CC 2a	no rank
environmental samples	no rank
Mediterranea	genus
environmental samples	no rank
unclassified Bacteroidaceae	no rank
Balneicellaceae	family
Balneicella	genus
Barnesiellaceae	family
Barnesiella	genus
Barnesiella intestinihominis YIT 11860	no rank
Barnesiella viscericola DSM 18177	no rank
environmental samples	no rank
Coprobacter	genus
Coprobacter fastidiosus NSB1	no rank
Dysgonamonadaceae	family
Dysgonomonas	genus
Dysgonomonas capnocytophagoides DSM 22835	no rank
Dysgonomonas gadei ATCC BAA-286	no rank
Dysgonomonas hofstadii JCM 17038	no rank
Dysgonomonas mossii DSM 22836	no rank
environmental samples	no rank
Proteiniphilum	genus
Proteiniphilum acetatigenes DSM 18083	no rank
environmental samples	no rank
unclassified Dysgonamonadaceae	no rank
Lentimicrobiaceae	family
Lentimicrobium	genus
Muribaculaceae	family
Muribaculum	genus
environmental samples	no rank
unclassified Muribaculaceae	no rank
Odoribacteraceae	family
Butyricimonas	genus
Culturomica	genus
Odoribacter	genus
Odoribacter laneus YIT 12061	no rank
Odoribacter splanchnicus DSM 20712	no rank
environmental samples	no rank
Paludibacteraceae	family
Paludibacter	genus
Paludibacter propionicigenes WB4	no rank
environmental samples	no rank
Porphyromonadaceae	family
Candidatus Vestibaculum	genus
Falsiporphyromonas	genus
Fermentimonas	genus
Gabonia	genus
Gabonibacter	genus
Lascolabacillus	genus
Macellibacteroides	genus
environmental samples	no rank
Massilibacteroides	genus
Microbacter	genus
Petrimonas	genus
environmental samples	no rank
Porphyromonas	genus
Porphyromonas asaccharolytica DSM 20707	no rank
Porphyromonas asaccharolytica PR426713P-I	no rank
Porphyromonas bennonis DSM 23058 = JCM 16335	no rank
Porphyromonas cangingivalis JCM 15983	no rank
Porphyromonas catoniae ATCC 51270	no rank
Porphyromonas catoniae F0037	no rank
Porphyromonas crevioricanis JCM 13913	no rank
Porphyromonas crevioricanis JCM 15906	no rank
Porphyromonas endodontalis ATCC 35406	no rank
Porphyromonas gingivalis 381	no rank
Porphyromonas gingivalis A7A1-28	no rank
Porphyromonas gingivalis AJW4	no rank
Porphyromonas gingivalis ATCC 33277	no rank
Porphyromonas gingivalis F0185	no rank
Porphyromonas gingivalis F0566	no rank
Porphyromonas gingivalis F0568	no rank
Porphyromonas gingivalis F0569	no rank
Porphyromonas gingivalis F0570	no rank
Porphyromonas gingivalis JCVI SC001	no rank
Porphyromonas gingivalis SJD2	no rank
Porphyromonas gingivalis TDC60	no rank
Porphyromonas gingivalis W4087	no rank
Porphyromonas gingivalis W50	no rank
Porphyromonas gingivalis W83	no rank
Porphyromonas gingivicanis JCM 15907	no rank
Porphyromonas gulae DSM 15663	no rank
Porphyromonas macacae DSM 20710 = JCM 13914	no rank
Porphyromonas macacae JCM 15984	no rank
Porphyromonas sp. oral taxon 278 str. W7784	no rank
Porphyromonas uenonis 60-3	no rank
Porphyromonas uenonis DSM 23387 = JCM 13868	no rank
environmental samples	no rank
Sanguibacteroides	genus
environmental samples	no rank
unclassified Porphyromonadaceae	no rank
Prevotellaceae	family
Alloprevotella	genus
Alloprevotella rava F0323	no rank
Alloprevotella tannerae ATCC 51259	no rank
environmental samples	no rank
Marseilla	genus
Massiliprevotella	genus
Metaprevotella	genus
Paraprevotella	genus
Paraprevotella clara YIT 11840	no rank
Paraprevotella xylaniphila YIT 11841	no rank
Prevotella	genus
Prevotella albensis DSM 11370 = JCM 12258	no rank
Prevotella amnii DNF00058	no rank
Prevotella amnii DSM 23384 = JCM 14753	no rank
Prevotella aurantiaca JCM 15754	no rank
Prevotella baroniae DSM 16972 = JCM 13447	no rank
Prevotella baroniae F0067	no rank
Prevotella bergensis DSM 17361	no rank
Prevotella bivia DNF00188	no rank
Prevotella bivia DNF00320	no rank
Prevotella bivia DNF00650	no rank
Prevotella bivia DSM 20514	no rank
Prevotella bivia JCVIHMP010	no rank
Prevotella bryantii B14	no rank
Prevotella buccae ATCC 33574	no rank
Prevotella buccae D17	no rank
Prevotella buccalis ATCC 35310	no rank
Prevotella buccalis DNF00853	no rank
Prevotella buccalis DNF00985	no rank
Prevotella conceptionensis 9403948	no rank
Prevotella copri DSM 18205	no rank
Prevotella corporis DSM 18810 = JCM 8529	no rank
Prevotella dentalis DSM 3688	no rank
Prevotella dentasini JCM 15908	no rank
Prevotella denticola DNF00960	no rank
Prevotella denticola DSM 20614 = JCM 13449	no rank
Prevotella denticola F0289	no rank
Prevotella disiens DNF00882	no rank
Prevotella disiens FB035-09AN	no rank
Prevotella disiens JCM 6334 = ATCC 29426	no rank
Prevotella enoeca JCM 12259	no rank
Prevotella falsenii DSM 22864 = JCM 15124	no rank
Prevotella fusca JCM 17724	no rank
Prevotella histicola F0411	no rank
Prevotella histicola JCM 15637 = DNF00424	no rank
Prevotella intermedia 17	no rank
Prevotella intermedia ATCC 25611 = DSM 20706	no rank
Prevotella intermedia ZT	no rank
Prevotella loescheii DSM 19665 = JCM 12249 = ATCC 15930	no rank
Prevotella maculosa DSM 19339 = JCM 15638	no rank
Prevotella maculosa OT 289	no rank
Prevotella marshii DSM 16973 = JCM 13450	no rank
Prevotella melaninogenica ATCC 25845	no rank
Prevotella melaninogenica D18	no rank
Prevotella melaninogenica DNF00666	no rank
Prevotella micans DSM 21469 = JCM 16134	no rank
Prevotella micans F0438	no rank
Prevotella multiformis DSM 16608	no rank
Prevotella multisaccharivorax DSM 17128	no rank
Prevotella nanceiensis DSM 19126 = JCM 15639	no rank
Prevotella nigrescens ATCC 33563	no rank
Prevotella nigrescens CC14M	no rank
Prevotella nigrescens F0103	no rank
Prevotella oralis ATCC 33269	no rank
Prevotella oralis CC98A	no rank
Prevotella oralis HGA0225	no rank
Prevotella oris C735	no rank
Prevotella oris DSM 18711 = JCM 12252	no rank
Prevotella oris F0302	no rank
Prevotella oryzae DSM 17970	no rank
Prevotella oulorum F0390	no rank
Prevotella oulorum JCM 14966	no rank
Prevotella pallens ATCC 700821	no rank
