primaryAccession	start	stop	path	organism_name	taxid
AAZN01000374	1312	4773	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Vanderwaltozyma;"	Vanderwaltozyma polyspora DSM 70294	29272
AAZQ01000003	331	3123	"Bacteria;Firmicutes;Bacilli;Mycoplasmatales;Mycoplasmataceae;Ureaplasma;"	Ureaplasma parvum serovar 6 str. ATCC 27818	27358
AAZR01000011	228	3020	"Bacteria;Firmicutes;Bacilli;Mycoplasmatales;Mycoplasmataceae;Ureaplasma;"	Ureaplasma urealyticum serovar 5 str. ATCC 27817	27358
AAZS01000006	1958	4866	"Bacteria;Firmicutes;Bacilli;Mycoplasmatales;Mycoplasmataceae;Ureaplasma;"	Ureaplasma urealyticum serovar 11 str. ATCC 33695	27358
AAZT01000003	1861	4769	"Bacteria;Firmicutes;Bacilli;Mycoplasmatales;Mycoplasmataceae;Ureaplasma;"	Ureaplasma urealyticum serovar 12 str. ATCC 33696	27358
AB003380	1	2573	"Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales;Fibrobacteraceae;Fibrobacter;"	Fibrobacter succinogenes	27243
AB013091	1	2669	"Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Hathewaya;"	Hathewaya histolytica	27405
AB019248	1169	4068	"Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Erysipelothrix;"	Erysipelothrix tonsillarum	27301
AB031215	4638	7576	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;"	Bacillus halodurans	815
AB044639	1	2385	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;"	Polycephalomyces kanzashianus	29156
AB044640	1	2549	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiales;"	Polycephalomyces prolificus	29070
AB044641	1	2365	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;"	Cordyceps sp. 97009	29156
AB052895	1806	5480	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;"	Myrmecia croslandi	28641
AB078016	2156	5238	"Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;Acidilobaceae;Aeropyrum;"	Aeropyrum pernix	15288
AB099628	1242	4818	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Deuterostomia;Chordata;Vertebrata;Gnathostomata;Euteleostomi;"	Pelophylax nigromaculatus (dark-spotted frog)	28563
AB101601	1	3667	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Pteriomorphia;"	Anadara antiquata	28786
AB101602	1	3671	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Pteriomorphia;"	Tegillarca granosa	28786
AB101604	1	3669	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Pteriomorphia;"	Nipponarca bistrigata	28786
AB101605	1	3671	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Pteriomorphia;"	Barbatia lacerata	28786
AB101607	1	3674	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Pteriomorphia;"	Bentharca tenuis	28786
AB101608	1	3662	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Pteriomorphia;"	Glycymeris rotunda	28786
AB101610	1	3661	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Pteriomorphia;"	Empleconia cumingi	28786
AB101611	1	3666	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Pteriomorphia;"	Cucullaea labiata	28786
AB101612	1	3705	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Pteriomorphia;"	Arca ventricosa	28786
AB101614	1	3679	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Pteriomorphia;"	Cosa waikikia	28786
AB102737	1	3693	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Pteriomorphia;Pectinoida;"	Plicatula australis	28791
AB102738	1	3700	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Pteriomorphia;"	Monia umbonata	28786
AB102739	1	3694	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Pteriomorphia;"	Anomia sinensis	28786
AB102740	1	3779	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Pteriomorphia;"	Lima fujitai	28786
AB102741	1	3813	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;"	Ctenoides ales	28707
AB102742	1	3806	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Pteriomorphia;"	Limaria fragilis	28786
AB102743	1	3703	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Pteriomorphia;Pectinoida;"	Excellichlamys spectabilis	28791
AB102744	1	3711	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Pteriomorphia;"	Gloripallium speciosum	28786
AB102745	1	3709	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Pteriomorphia;"	Mimachlamys albolineata	28786
AB102746	1	3691	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Pteriomorphia;"	Anguipecten superbus	28786
AB102748	1	3705	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Pteriomorphia;"	Mizuhopecten yessoensis (Yesso scallop)	28786
AB102749	1	3710	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Pteriomorphia;"	Spondylus varius	28786
AB102750	1	3724	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Pteriomorphia;Pectinoida;"	Spondylus sinensis	28791
AB102751	1	3951	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Pteriomorphia;"	Parvamussium crypticum	28786
AB102752	1	3718	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Pteriomorphia;"	Dimya japonica	28786
AB102755	1	3773	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Pteriomorphia;"	Saccostrea kegaki	28786
AB102756	1	3791	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Pteriomorphia;"	Lopha cristagalli	28786
AB102757	1	3761	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Pteriomorphia;"	Crassostrea gigas (Pacific oyster)	28786
AB102758	1	3788	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Pteriomorphia;"	Hyotissa imbricata	28786
AB102759	1	3714	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Pteriomorphia;"	Pycnodonte taniguchii	28786
AB102760	1	3756	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Pteriomorphia;"	Isognomon perna	28786
AB102761	1	3727	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Pteriomorphia;"	Isognomon legumen	28786
AB102762	1	3737	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Pteriomorphia;"	Isognomon acutirostris	28786
AB102763	1	3641	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Pteriomorphia;"	Pinctada martensii (Akoya pearl oyster)	28786
AB102765	1	3734	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Pteriomorphia;Pterioida;"	Vulsella vulsella	28792
AB102766	1	3680	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Pteriomorphia;Pterioida;"	Malleus regula	28792
AB102767	1	3650	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Pteriomorphia;"	Pteria loveni	28786
AB103121	1	3706	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Pteriomorphia;"	Urumella concava	28786
AB103122	1	3662	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Pteriomorphia;"	Musculista senhousia (Asian date mussel)	28786
AB103123	1	3657	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Pteriomorphia;"	Leiosolenus curtus	28786
AB103124	1	3710	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Pteriomorphia;"	Brachidontes mutabilis	28786
AB103125	1	3645	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Pteriomorphia;"	Modiolus nipponicus	28786
AB103126	1	3643	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Pteriomorphia;"	Septifer virgatus	28786
AB103127	1	3760	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Pteriomorphia;"	Lithophaga nigra (black datemussel)	28786
AB103128	1	3654	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Pteriomorphia;"	Botula silicula	28786
AB103129	1	3694	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Pteriomorphia;"	Mytilus galloprovincialis (Mediterranean mussel)	28786
AB103130	1	3644	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Pteriomorphia;"	Septifer excisus	28786
AB103131	1	3739	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Protobranchia;"	Jupiteria sematensis	28784
AB103132	1	3733	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Palaeoheterodonta;"	Pronodularia japanensis	28782
AB103133	1	4008	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Scaphopoda;Dentaliida;"	Episiphon yamakawai	28802
AB103134	1	3807	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Pteriomorphia;"	Parvamussium intuscostatum	28786
AB109772	2362	5365	"Bacteria;Firmicutes;Clostridia;Tissierellales;Family XI;Finegoldia;"	Finegoldia magna	27552
AB126328	1	3726	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Heteroconchia;"	Donax cuneatus	28779
AB126329	1	3786	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Heteroconchia;"	Nitidotellina hokkaidoensis	28779
AB126330	1	4195	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Heteroconchia;"	Corbicula japonica	28779
AB126331	1	3722	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Palaeoheterodonta;"	Nodularia douglasiae	28782
AB126332	1	3668	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Heteroconchia;Myoida;"	Mya arenaria	28780
AB126333	1	3745	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Heteroconchia;"	Ruditapes philippinarum (Manila clam)	28779
AB126334	1	3964	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Gastropoda;"	Lyonsia kawamurai	28793
AB126335	1	3963	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Scaphopoda;Dentaliida;"	Dentalium octangulatum	28802
AB158765	184	2932	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;"	Lactobacillus animalis	878
AB168119	1	2905	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;"	Streptococcus canis	887
AB168127	1	2898	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;"	Streptococcus hyointestinalis	887
AB178784	933	5312	"Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermoproteaceae;Vulcanisaeta;"	Vulcanisaeta distributa	46
AB178785	233	3473	"Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermoproteaceae;Caldivirga;"	Caldivirga maquilingensis	43
AB178787	223	3812	"Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermoproteaceae;Pyrobaculum;"	Pyrobaculum sp. 14b	44
AB178788	224	6040	"Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermoproteaceae;Pyrobaculum;"	Pyrobaculum sp. M1T	44
AB178789	233	4467	"Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermoproteaceae;Thermoproteus;"	Thermoproteus sp. IC-061	45
AB178790	255	2249	"Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermoproteaceae;Thermoproteus;"	Thermoproteus sp. IC-062	45
AB178791	233	5314	"Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermoproteaceae;Thermoproteus;"	Thermoproteus sp. IC-070	45
AB185843	225	3253	"Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermoproteaceae;Pyrobaculum;"	Pyrobaculum oguniense	44
AB189982	3028	6871	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Platyhelminthes;Trematoda;Digenea;Echinostomida;"	Isthmiophora hortensis	28851
AB197035	82609	85429	"Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;"	Selaginella uncinata	26900
AB201170	1	2708	"Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;"	Undaria undarioides	1255
AB201308	21176	24924	"Archaea;Crenarchaeota;Nitrososphaeria;Nitrosocaldales;Nitrosocaldaceae;Candidatus Nitrosocaldus;"	uncultured Candidatus Nitrosocaldus sp.	25943
AB205054	2321	5591	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Nematozoa;Nematoda;Chromadorea;Rhabditida;"	Strongyloides procyonis	28683
AB214467	1	3669	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Pteriomorphia;"	Pinctada sp. Myn-B1	28786
AB244241	1	2119	"Eukaryota;Archaeplastida;"	Fasciculochloris boldii	11711
AB244243	1	2107	"Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Heterotetracystis;"	Heterotetracystis akinetos	29991
AB244245	1	2107	"Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Hemiflagellochloris;"	Hemiflagellochloris kazakhstanica	29989
AB255431	1	2600	"Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Asaia;"	Asaia krungthepensis	16356
AB255434	1	2600	"Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Swaminathania;"	Swaminathania salitolerans	16371
AB259168	330	3554	"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Alcaligenaceae;Taylorella;"	Taylorella asinigenitalis	27886
AB272231	2209	5458	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Nematozoa;Nematoda;Chromadorea;Rhabditida;"	Strongyloides callosciureus	28683
AB272232	2235	5491	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Nematozoa;Nematoda;Chromadorea;Rhabditida;"	Strongyloides robustus	28683
AB272235	2195	5463	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Nematozoa;Nematoda;Chromadorea;Rhabditida;"	Strongyloides fuelleborni fuelleborni	28683
AB272236	2059	4631	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Nematozoa;Nematoda;Chromadorea;Rhabditida;"	Strongyloides cebus	28683
AB287404	1	3003	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Chelicerata;Arachnida;"	Raoiella indica (red palm mite)	28576
AB287405	1	3171	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Chelicerata;Arachnida;"	Tenuipalpus pacificus (phalaenopsis mite)	28576
AB287406	1	2611	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Chelicerata;Arachnida;"	Rhizoglyphus robini	28576
AB287407	1	2620	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Chelicerata;Arachnida;"	Rhizoglyphus echinopus	28576
AB290027	1	2600	"Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Asaia;"	Asaia lannensis	16356
AB301932	1	2596	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Chelicerata;Arachnida;"	Rhizoglyphus setosus	28576
AB303970	1	3004	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pasteurellaceae;Haemophilus;"	Haemophilus paracuniculus	28147
AB370978	1	2900	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;"	Streptococcus seminale	887
AB453003	1	3249	"Eukaryota;SAR;Rhizaria;Cercozoa;Chlorarachniophyta;Norrisiella;"	Norrisiella sphaerica	12017
AB453004	1	3245	"Eukaryota;SAR;Rhizaria;Cercozoa;Chlorarachniophyta;Bigelowiella;"	Bigelowiella longifila	12013
AB453005	1	3274	"Eukaryota;SAR;Rhizaria;Cercozoa;Chlorarachniophyta;Chlorarachnion;"	Chlorarachnion reptans	12014
AB453008	1	3179	"Eukaryota;SAR;Rhizaria;Cercozoa;Chlorarachniophyta;Lotharella;"	Lotharella globosa	12016
AB453010	1	3256	"Eukaryota;SAR;Rhizaria;Cercozoa;Chlorarachniophyta;Lotharella;"	Chlorarachniophyceae sp. P329	12016
AB453012	1	3618	"Eukaryota;SAR;Rhizaria;Cercozoa;Imbricatea;Silicofilosea;Euglyphida;Paulinellidae;Paulinella;"	Cercozoa sp. YPF501	12026
AB453014	1	3270	"Eukaryota;SAR;Rhizaria;Cercozoa;Chlorarachniophyta;Gymnochlora;"	Chlorarachniophyceae sp. P314	12015
AB491617	1	2844	"Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorodendrophyceae;Chlorodendrales;Tetraselmis;"	Tetraselmis chuii	29963
AB491654	1	2858	"Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Mamiellophyceae;Monomastigales;Monomastix;"	Monomastix minuta	30042
AB495394	2569	6112	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Nematozoa;Nematoda;Chromadorea;Spirurida;"	Gongylonema pulchrum	28685
AB506070	2778	6460	"Eukaryota;Archaeplastida;"	Micractinium reisseri	11711
AB511881	2921	6249	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Porifera;Demospongiae;"	Halichondria okadai	28910
AB518484	1	2841	"Eukaryota;SAR;Stramenopiles;Ochrophyta;Dictyochophyceae;Florenciellales;"	Florenciellales sp. NIES-1871	30275
AB521797	3194	7049	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Platyhelminthes;Trematoda;Digenea;"	Euryhelmis costaricensis	28850
AB550776	565	4486	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Phialophora;"	Phialophora verrucosa	29069
AB598133	1	2531	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Thioglobaceae;Candidatus Ruthia;"	gamma proteobacterium intracellular symbiont of Calyptogena fossajaponica	28285
